-6.31998	3.71228	-0.90338	-0.866263	-6.3915	3.6977	-6.2949	3.395	-0.2182	-0.9759
-6.56167	3.15928	-0.625335	-1.39955	-6.47949	3.09401	-6.3543	2.9997	-0.0941	-0.9956
-6.20192	2.73797	1.02747	-1.18497	-6.1047	2.7235	-6.3637	2.6	0.0314	-0.9995
-6.34535	2.0832	-0.30245	-1.73417	-6.61093	2.07323	-6.323	2.2024	0.1564	-0.9877
-6.31172	1.69371	0.0946009	-0.993929	-6.2944	1.718	-6.2327	1.813	0.279	-0.9603
-6.06816	1.60022	1.00587	-0.251089	-6.17749	1.67443	-6.0944	1.4379	0.3971	-0.9178
-5.70567	1.39076	0.899495	-0.514372	-5.7112	1.3821	-5.9101	1.0832	0.509	-0.8608
-5.37128	0.621758	0.788908	-2.01638	-5.28918	0.55577	-5.6828	0.7543	0.6129	-0.7902
-5.29013	0.408095	0.0959206	-0.473232	-5.3451	0.4709	-5.4161	0.4566	0.7071	-0.7071
-5.0545	0.375957	1.07846	-0.0698963	-5.20984	0.397722	-5.1142	0.1946	0.7901	-0.6129
-4.64262	0.119104	1.02213	-0.670162	-4.6459	0.0968	-4.7818	-0.0275	0.8607	-0.5091
-4.33832	0.0185187	0.753105	-0.221668	-4.37846	0.0354981	-4.4242	-0.2062	0.9177	-0.3972
-4.16604	-0.16424	0.385734	-0.493066	-4.191	-0.1756	-4.0471	-0.3386	0.9603	-0.279
-3.9328	-0.455198	1.04215	-0.702503	-4.13181	-0.48519	-3.6563	-0.4228	0.9877	-0.1565
-3.17518	-0.610487	2.00943	-0.332267	-3.1097	-0.5928	-3.258	-0.4572	0.9995	-0.0314
-2.74485	-0.428045	1.18687	0.56411	-2.91567	-0.392736	-2.8586	-0.4416	0.9956	0.0941
-2.33867	-0.413164	1.01199	-0.108528	-2.3546	-0.4456	-2.4643	-0.3759	0.9759	0.2181
-1.94413	-0.315638	1.05196	0.280376	-1.96581	-0.318235	-2.0813	-0.2614	0.9409	0.3387
-1.80766	-0.192001	0.236812	0.347952	-1.8609	-0.1929	-1.7157	-0.0998	0.891	0.454
-1.45593	0.16074	1.10869	0.920076	-1.43757	0.130735	-1.3732	0.1064	0.8271	0.5621
-1.42524	0.412967	-0.0606861	0.538612	-1.5037	0.395	-1.0593	0.3539	0.7501	0.6613
-0.844347	0.816401	1.62761	1.00773	-0.746202	0.595191	-0.7789	0.6388	0.6613	0.7501
-0.404835	0.937944	0.952322	0.0234374	-0.44	0.8947	-0.5364	0.9565	0.5621	0.8271
-0.291272	1.29442	0.220698	1.4899	-0.347069	1.12236	-0.3356	1.3022	0.454	0.891
-0.148593	1.66493	0.403829	0.850976	-0.1399	1.6221	-0.1797	1.6703	0.3388	0.9409
0.0458276	1.91393	0.491889	0.792784	0.0415382	1.78272	-0.0712	2.055	0.2182	0.9759
0.0238036	2.11939	-0.241006	0.475118	-0.0094	2.0979	-0.0118	2.4503	0.0941	0.9956
-0.052063	2.5145	-0.185902	1.00029	-0.0508252	2.6056	-0.0008	2.85	0	1
-0.0348895	3.25293	0.115861	1.96162	-0.0222	3.317	0.0274	3.2487	0.1254	0.9921
-0.000789924	3.73545	0.0838745	1.17472	-0.000734638	3.6073	0.1054	3.6408	0.2487	0.9686
0.0619201	4.15487	0.167626	1.03152	0.0653	4.1453	0.2319	4.02	0.3682	0.9298
0.655599	4.35959	1.57791	0.739758	0.641897	4.11625	0.405	4.3803	0.4818	0.8763
0.630487	4.6559	-0.235401	0.73719	0.5595	4.6541	0.6218	4.7162	0.5878	0.809
0.803894	4.94518	0.42859	0.267168	0.870176	5.17485	0.879	5.0222	0.6846	0.7289
1.28268	5.40024	1.25193	1.2594	1.3171	5.4687	1.1726	5.2935	0.7705	0.6374
1.57619	5.91075	0.56128	0.831363	1.60697	6.12459	1.4978	5.5259	0.8443	0.5358
1.83697	5.86704	0.598794	-0.213558	1.8286	5.8007	1.8496	5.7157	0.9048	0.4258
2.05234	5.98853	0.58366	0.479526	2.03374	5.99028	2.2224	5.86	0.9511	0.309
2.57992	6.06625	1.30931	0.199925	2.6052	6.0564	2.6104	5.9563	0.9823	0.1874
3.20159	6.0035	1.52716	-0.271093	3.23421	6.0056	3.0073	6.0033	0.998	0.0628
3.36295	5.91043	0.412875	-0.320696	3.3169	5.8916	3.4071	6.0002	0.998	-0.0628
3.63362	6.33782	0.187578	0.341238	3.93659	6.97051	3.8032	5.947	0.9823	-0.1874
4.17984	6.00229	1.2659	-0.831226	4.2083	5.9514	4.1896	5.8445	0.951	-0.309
4.69965	5.56344	1.23106	-1.20217	4.73182	5.5736	4.5601	5.6944	0.9048	-0.4258
4.86316	5.42901	0.489135	-0.398778	4.8418	5.4573	4.9089	5.4991	0.8443	-0.5358
5.34818	5.37203	1.09429	-0.302834	5.53845	5.50864	5.2305	5.2616	0.7705	-0.6374
5.905	4.94029	1.31453	-1.06547	5.9026	4.9063	5.5197	4.9857	0.6845	-0.729
5.74617	4.92357	-0.25059	0.227725	5.39971	4.81482	5.7721	4.6757	0.5878	-0.809
6.06721	4.17711	0.645103	-1.66195	6.0869	4.1138	5.9836	4.3365	0.4817	-0.8763
6.44551	3.84404	0.730948	-0.900553	6.62223	4.01018	6.151	3.9735	0.3681	-0.9298
6.27804	3.66335	-0.503063	-0.549103	6.2089	3.6597	6.2715	3.5924	0.2487	-0.9686
6.6109	3.36259	0.419338	-1.05863	7.06083	3.48422	6.3433	3.1991	0.1253	-0.9921
6.21807	2.61778	-1.17661	-1.96306	6.1111	2.5575	6.3653	2.8	0	-1
6.00923	2.38591	-0.314415	-0.426793	6.02383	2.50363	6.337	2.4012	-0.1253	-0.9921
6.47129	1.67869	1.31345	-1.74049	6.566	1.6431	6.2591	2.0092	-0.2487	-0.9686
6.38331	1.52677	-0.472854	-0.300854	6.21092	1.55287	6.1325	1.63	-0.3681	-0.9298
6.05318	1.11635	-0.882054	-0.971702	6.024	1.0929	5.9595	1.2696	-0.4818	-0.8763
6.14107	0.744762	0.0402877	-0.9591	6.44328	0.769737	5.7427	0.9338	-0.5878	-0.809
5.44433	0.631462	-1.97974	-0.271827	5.312	0.6496	5.4855	0.6278	-0.6846	-0.729
5.42251	0.388995	-0.154273	-0.656532	5.83323	0.356269	5.1919	0.3565	-0.7705	-0.6374
5.11055	0.0569167	-0.865302	-0.848881	5.0626	0.0472	4.8667	0.1241	-0.8443	-0.5358
4.69705	0.022059	-1.45052	-0.00991074	4.86151	0.0427824	4.5149	-0.0658	-0.9048	-0.4258
3.88552	-0.0433096	-2.10411	-0.16456	3.8423	-0.0478	4.1421	-0.21	-0.9511	-0.309
3.62424	-0.180045	-0.785856	-0.34578	3.96902	-0.210555	3.7541	-0.3064	-0.9823	-0.1874
3.22659	-0.29204	-1.02221	-0.263956	3.2107	-0.2883	3.3572	-0.3533	-0.998	-0.0628
2.54601	-0.342746	-1.74163	-0.119451	2.4355	-0.328821	2.9574	-0.3502	-0.998	0.0628
2.31118	-0.451277	-0.431614	-0.298958	2.3988	-0.4637	2.5612	-0.297	-0.9823	0.1874
2.22503	-0.20222	-0.437878	0.741932	2.31292	-0.200568	2.1749	-0.1945	-0.9511	0.309
1.87576	0.0930038	-0.936583	0.719371	1.8433	0.0948	1.8043	-0.0445	-0.9048	0.4258
1.5699	0.161599	-0.898155	0.0999611	1.63185	0.162248	1.4556	0.1509	-0.8443	0.5358
0.954142	0.478372	-1.66646	1.07254	0.909	0.5203	1.134	0.3884	-0.7705	0.6374
0.822585	0.900946	-0.0892933	1.52229	0.689228	0.607433	0.8448	0.6643	-0.6845	0.729
0.65529	0.838354	-0.387214	-0.406412	0.6306	0.7111	0.5924	0.9743	-0.5878	0.809
0.430595	1.11738	0.463713	2.15086	0.0997001	0.378903	0.3809	1.3135	-0.4818	0.8763
0.240508	1.85692	-0.732125	1.90156	0.1736	1.8305	0.2135	1.6765	-0.3681	0.9298
0.0520859	2.21838	-0.469506	1.024	0.0360309	1.95837	0.093	2.0576	-0.2487	0.9686
0.190959	2.30376	0.58854	0.0981592	0.2385	2.2409	0.0212	2.4509	-0.1253	0.9921
0.105757	2.91297	-0.315229	1.33353	0.00289367	3.2285	-0.0008	2.85	0	1
