0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0
1.54863	-0.137127	2.1569	-0.274541	1.55945	-0.138501	2.09897	0.0522228	2.19595	0.109339
1.60359	-0.104748	2.29611	-0.209775	1.81209	0.0474826	2.09897	0.0522228	2.19595	0.109339
3.89101	-0.135936	2.27972	0.145385	3.89093	-0.134166	4.29136	0.215312	2.28434	0.226323
3.95848	-0.0125585	2.42062	0.39026	4.19528	0.218461	4.29136	0.215312	2.28434	0.226323
6.85892	0.416445	3.35535	0.465943	6.86352	0.416817	6.56942	0.496096	2.36382	0.348847
6.67868	0.577701	2.61774	0.758927	6.43926	0.472879	6.56942	0.496096	2.36382	0.348847
9.07945	0.599759	2.19123	-0.620425	9.07733	0.593211	8.92437	0.89924	2.43359	0.474526
9.0861	0.806779	2.43278	-0.219358	8.89749	0.886982	8.92437	0.89924	2.43359	0.474526
11.5749	1.65809	2.55064	1.71341	11.5756	1.6669	11.3468	1.427	2.49328	0.600781
11.4872	1.86945	2.27233	2.05638	11.4447	1.42958	11.3468	1.427	2.49328	0.600781
13.5941	2.32449	1.9063	-0.773855	13.5921	2.31191	13.827	2.07905	2.5429	0.724947
13.6466	2.56385	2.40421	-0.265373	13.6572	1.99915	13.827	2.07905	2.5429	0.724947
16.6398	2.89827	3.56892	0.796954	16.6456	2.903	16.3554	2.85243	2.58284	0.844365
16.4425	3.10092	2.81275	1.06108	16.282	2.84648	16.3554	2.85243	2.58284	0.844365
19.0131	3.709	2.32472	0.27127	19.0106	3.70555	18.923	3.74161	2.61382	0.95648
19.0436	3.95653	2.40655	0.702275	19.363	3.87122	18.923	3.74161	2.61382	0.95648
21.3323	4.73157	2.18133	0.821806	21.3312	4.73205	21.5215	4.73855	2.63679	1.05891
21.3783	4.98106	2.4602	1.31039	21.6213	4.74762	21.5215	4.73855	2.63679	1.05891
24.0768	5.57479	2.88429	0.0951764	24.0787	5.56967	24.1437	5.83295	2.65286	1.14953
24.1364	5.82296	3.03287	0.528729	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953
26.6102	6.9569	1.98388	1.53365	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647
26.6132	7.18882	2.32447	2.05596	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647
29.581	8.0959	3.4962	0.127935	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822
29.4712	8.28964	3.1197	0.398175	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822
31.9469	9.87192	1.95226	2.38456	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358
31.8689	10.0695	1.95475	2.78299	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358
34.6098	10.714	3.31452	-0.831925	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617
34.6337	10.9357	3.31947	-0.466388	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617
37.1468	12.0771	1.88079	2.23399	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209
37.202	12.3044	2.18072	2.69998	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209
40.3209	13.4772	3.87004	0.147413	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459
